Repository Name,Total Closed Issues,Issue Number,Issue Title,Issue Status,Assignees,Labels,Created At,Issue Closed At
ChicoState/ParkCore,0,2,"As a user, I want to make sure my data is stored.",Done,jcheon,None,21-02-2020 16:05,25-02-2020 23:14
ChicoState/SmartCCTV,0,24,"As a power user, I want to be able to configure the detection settings, as well as enable and disable outlines to be drawn, preferably a live update feature to apply the changes settings in real time. 5 6 6 [27]",Done,"Krebrov001,SlavikChukhlebov,weitaoli123",03-05-2020 10:22,18-05-2020 18:32
ChicoState/SmartCCTV,0,22,"As someone concerned about real-time security, I want  to be able to view current camera feeds. 5 7 5 [34]",Done,"Krebrov001,SlavikChukhlebov,weitaoli123",11-04-2020 14:33,18-05-2020 18:31
ChicoState/SmartCCTV,0,20,"As a computer user, I don't want to keep my terminal window open while running a program in the background. 5 7 8 [21]",Done,Krebrov001,25-03-2020 16:36,30-03-2020 20:45
ChicoState/SmartCCTV,0,19,"As a restaurant manager, I want my CCTV footage to give me statistics of rush hours. 3 7 10 [13]",Done,Jaskaal,25-03-2020 16:36,30-03-2020 13:35
ChicoState/SmartCCTV,0,18,"As a business owner, I'd like to see a graphical representation of the data the camera retrieves 4 7 10 [15]",Done,Jaskaal,25-03-2020 16:36,30-03-2020 13:36
ChicoState/SmartCCTV,0,17,"As a computer user, I want to have an easy way to start up and shut down the daemon (turn the camera software on and off). 5 6 8 [20]",Done,"Krebrov001,weitaoli123",25-03-2020 16:36,25-04-2020 16:14
ChicoState/SmartCCTV,0,16,"As a security officer, I only want to see video where someone is present and moving around, not other footage. 5 6 6 [26]",Done,"SlavikChukhlebov,weitaoli123",25-03-2020 16:36,04-05-2020 14:33
ChicoState/SmartCCTV,0,15,"As an individual concerned with personal security, I want images to be recognized locally, not over the network, because hackers could spy on me. 5 7 1 [50]",Done,"Krebrov001,SlavikChukhlebov,weitaoli123,Jaskaal",25-03-2020 16:35,04-05-2020 14:34
ChicoState/SmartCCTV,0,14,"As someone with very little computer knowledge, I want a simple UI. 5 7 4 [42]",Done,"weitaoli123,Jaskaal",25-03-2020 16:35,25-04-2020 16:12
ChicoState/SmartCCTV,0,21,"As a computer novice, I want an easy way to install and run this program. I don't know what ""make -j8"" and ""sudo apt-get install"" do. 5 4 4 [35]",In progress,"Krebrov001,SlavikChukhlebov,Jaskaal",11-04-2020 13:39,None
ChicoState/SmartCCTV,0,13,"As a security officer, I want to be able to play suspicious incidents, and it would be nice to do so at various speeds, such as slow motion, or view frame by frame. 5 6 2 [80]",In progress,"Krebrov001,SlavikChukhlebov,weitaoli123",25-03-2020 16:35,None
ChicoState/SmartCCTV,0,11,"As a security professional, I want to be able to use multiple cameras with my security software. 4 7 6 [25]",In progress,"Krebrov001,SlavikChukhlebov,weitaoli123",25-03-2020 16:34,None
ChicoState/SmartCCTV,0,24,"As a power user, I want to be able to configure the detection settings, as well as enable and disable outlines to be drawn, preferably a live update feature to apply the changes settings in real time. 5 6 6 [27]",In progress,"Krebrov001,SlavikChukhlebov,weitaoli123",03-05-2020 10:22,None
ChicoState/SmartCCTV,0,11,"As a security professional, I want to be able to use multiple cameras with my security software. 4 7 6 [25]",In progress,"Krebrov001,SlavikChukhlebov,weitaoli123",25-03-2020 16:34,None
ChicoState/SmartCCTV,0,22,"As someone concerned about real-time security, I want  to be able to view current camera feeds. 5 7 5 [34]",In progress,"Krebrov001,SlavikChukhlebov,weitaoli123",11-04-2020 14:33,None
ChicoState/SmartCCTV,0,10,"As a business owner, I want my CCTV footage to take up less space on my storage devices. 5 5 8 [18]",User Story,SlavikChukhlebov,25-03-2020 16:32,None
ChicoState/StudyGroup,0,26,"As a student, I want to know when there is activity that I missed within the study groups I am apart of.",To do,None,Medium level of difficulty.,06-03-2020 16:26,None
ChicoState/StudyGroup,0,12,As a user I want to be able to differentiate between the different groups that I’m a part of by customizing the theme/background of current groups.,To do,None,Easy feature to implement,18-02-2020 18:54,None
ChicoState/SustainabilityPoints,0,24,App not responding gracefully  when the keyboard pops up,Done,adhaar-star,30-03-2020 12:38,31-03-2020 22:27,None
ChicoState/SustainabilityPoints,0,23,Auto Capitalization of Words,Done,adhaar-star,28-03-2020 23:47,28-03-2020 23:47,None
ChicoState/SustainabilityPoints,0,8,as a user i would like to be able to easily navigate between screens [4],Done,avargas34,27-03-2020 12:44,30-03-2020 13:37,None
ChicoState/SustainabilityPoints,0,7,as a user i would like to view my profile [1],Done,avargas34,27-03-2020 12:44,30-03-2020 13:37,None
ChicoState/SustainabilityPoints,0,6,as a user i would like to be able to recover my account if i forget my login information [4],Done,adhaar-star,27-03-2020 12:44,31-03-2020 20:35,None
ChicoState/SustainabilityPoints,0,5,as an admin i would like validate username/password [3] - destiny,Done,drogers14,06-03-2020 12:21,27-03-2020 15:47,None
ChicoState/SustainabilityPoints,0,4,as a developer i need a database to track user information [4]- michael,Done,mjlarson-chico,06-03-2020 12:21,01-04-2020 16:04,None
ChicoState/SustainabilityPoints,0,3,As a user i would like to create an account [2] - adhaar,Done,adhaar-star,06-03-2020 12:21,01-04-2020 16:04,None
ChicoState/SustainabilityPoints,0,2,as a user i would like to sign in [3] - anthony,Done,avargas34,06-03-2020 12:20,01-04-2020 16:04,None
ChicoState/SustainabilityPoints,0,1,Logo icon,Done,None,24-02-2020 13:01,02-03-2020 12:11,None
ChicoState/SustainabilityPoints,0,34,as a developer i would like to know cyclomatic complexity of the app,In Progress,"drogers14,adhaar-star,mjlarson-chico,avargas34",06-05-2020 12:57,None,None
ChicoState/Apetur,0,3,As a user I want to create an account,Done,None,16-09-2019 15:38,18-09-2019 15:15,None
ChicoState/Apetur,0,2,"As an advertiser, I want to target certain demographics with my advertisement.",Done,None,16-09-2019 11:47,16-09-2019 15:21,None
ChicoState/Apetur,0,1,"As a Newbie, I want to find accounts to follow.",Done,None,16-09-2019 11:47,16-09-2019 15:21,None
ChicoState/Apetur,0,25,"As a photographer, I want to be able to set up my schedule",In progress,michaelwooll,04-12-2019 12:18,None,None
ChicoState/Apetur,0,24,As a photographer I want to be able to view and edit daily schedules by the hour,To do,michaelwooll,13-11-2019 15:18,None,None
ChicoState/Apetur,0,9,As a photographer I want to be able to accept or decline pending clients,In progress,michaelwooll,18-09-2019 15:19,None,None
ChicoState/Apetur,0,16,"As a photographer, I want my scheduled shoots to automatically update my calendar as blocked out dates.",In progress,michaelwooll,12-10-2019 17:41,None,None
ChicoState/CareMap,0,48,As a parent I would like to find the childcare that will work with my situation,Done,"JennGriff,gher3",None,02-12-2019 15:00,15-12-2019 19:19
ChicoState/CareMap,0,41,As a parent I want an app that I can navigate quickly,Done,"JennGriff,gher3",None,11-11-2019 07:32,09-12-2019 13:51
ChicoState/CareMap,0,39,As a new parent I would like to be able to query the suggested child care options without restriction,Done,JennGriff,None,03-11-2019 09:36,15-12-2019 19:19
ChicoState/CareMap,0,36,"As a user, I would like to have an app that can access my location at all times.",Done,jozzel,None,30-10-2019 13:20,15-12-2019 19:18
ChicoState/CareMap,0,30,"As a User, I would like to view a childcare app that is friendly and inviting at first glance",Done,"jordan373,JennGriff,adbruch",None,20-10-2019 12:48,15-12-2019 19:19
ChicoState/CareMap,0,27,As a user I would like to use the app without the hassle of 'creating an account',Done,"jordan373,JennGriff,gher3",None,05-10-2019 21:56,09-12-2019 13:51
ChicoState/CareMap,0,22,As a parent I would like to rate and review childcare facilities and search based on overall rating.,Done,adbruch,None,20-09-2019 13:16,15-12-2019 19:19
ChicoState/CareMap,0,18,"As a daycare facility, I would like to have my business info accessible to the masses",Done,JennGriff,None,20-09-2019 12:54,15-12-2019 19:20
ChicoState/CareMap,0,12,"As a user, I would like to view all childcare facilities available in my area, to determine which is best for me.",Done,JennGriff,None,16-09-2019 16:17,15-12-2019 19:20
ChicoState/CareMap,0,9,As a new parent I want to understand my options for child care,Done,"JennGriff,adbruch",None,16-09-2019 16:15,15-12-2019 19:20

ChicoState/Dankbank,0,19,"As a user, I want to be able to switch between the home page, and my account page.",Done,bolson10,None,30-10-2019 12:36,13-11-2019 14:04
ChicoState/Dankbank,0,18,"As a user, I want to create an account",Done,bolson10,None,17-10-2019 16:21,13-11-2019 14:04
ChicoState/Dankbank,0,15,"As a user, I want every possible source for memes in the database.",Done,bolson10,None,30-09-2019 12:38,13-11-2019 14:04
ChicoState/Dankbank,0,14,"As a user, I want fresh mey-meys in the collection.",Done,"s-b-m,bolson10",None,30-09-2019 12:30,13-11-2019 14:03
ChicoState/Dankbank,0,8,"As a user, I want popular memes in the collection",Done,bolson10,None,18-09-2019 14:11,13-11-2019 14:04
ChicoState/Dankbank,0,7,"As a user, I want to have a collection of memes to search from",Done,bolson10,None,18-09-2019 14:10,13-11-2019 14:03
ChicoState/Dankbank,0,6,"As a user, I want to be able to store/favorite all my favorite memes.",Done,"Bretay,theSaltman",None,16-09-2019 12:44,04-12-2019 11:59
ChicoState/Dankbank,0,2,"As a user, I want to download the app",Done,"Bretay,s-b-m,bolson10,theSaltman",None,16-09-2019 12:43,14-10-2019 11:54
ChicoState/Dankbank,0,1,"As a user, I want to see a list of memes",Done,"Bretay,theSaltman",None,16-09-2019 12:43,14-10-2019 11:54
ChicoState/Dankbank,0,21,"As a user, I want the bottomNavigationBar to be static in order to stop being annoying everytime I go to a new page",In progress,bolson10,None,13-11-2019 11:47,None
ChicoState/Dankbank,0,20,"As a user with an account, I want to have a username associated to it.",In progress,"s-b-m,bolson10",None,13-11-2019 11:46,None
ChicoState/Dankbank,0,21,"As a user, I want the bottomNavigationBar to be static in order to stop being annoying everytime I go to a new page",To do,bolson10,None,13-11-2019 11:47,None
ChicoState/Dankbank,0,20,"As a user with an account, I want to have a username associated to it.",To do,"s-b-m,bolson10",None,13-11-2019 11:46,None
ChicoState/Dankbank,0,19,"As a user, I want to be able to switch between the home page, and my account page.",In progress,bolson10,None,30-10-2019 12:36,None
ChicoState/Dankbank,0,19,"As a user, I want to be able to switch between the home page, and my account page.",To do,bolson10,None,30-10-2019 12:36,None
ChicoState/DonateNeed,0,37,"As a user, I would like to ensure that only I can sign up with my email address.",Done,None,None,03-11-2019 12:51,09-12-2019 14:43
ChicoState/DonateNeed,0,36,As a user I would like to create agencies.,Done,"Niyy,mhoshko",None,31-10-2019 09:51,17-11-2019 10:19
ChicoState/DonateNeed,0,35,"As a user, I would like to see current news local to Chico.",Done,Niyy,None,20-10-2019 16:48,08-12-2019 18:39
ChicoState/DonateNeed,0,34,"As a user, I would like to have a personal account.",Done,mhoshko,None,20-10-2019 16:44,03-11-2019 12:46
ChicoState/DonateNeed,0,33,Jumbotron broke when bringing down from repl.it,Done,wai-calvin,Something isn't working,06-10-2019 18:28,06-10-2019 18:29
ChicoState/DonateNeed,0,31,"as a user, I would like to be welcomed by a home page",Done,"wai-calvin,mhoshko",None,18-09-2019 17:43,06-10-2019 18:26
ChicoState/DonateNeed,0,25,As a user I would like to navigate the website.,Done,"BrianTHarris,Niyy",None,18-09-2019 17:11,06-10-2019 18:26
ChicoState/DonateNeed,0,23,"As an agency, I would like to have a homepage for donators to come too.",Done,"BrianTHarris,wai-calvin,mhoshko",None,18-09-2019 17:09,08-12-2019 18:38
ChicoState/DonateNeed,0,20,"As a user, I would like to be able to find locations of agencies for when I'm in need of donations.",Done,None,None,18-09-2019 16:55,09-12-2019 14:44
ChicoState/DonateNeed,0,12,"As a user, I would like to have a profile page.",Done,"BrianTHarris,wai-calvin,mhoshko",None,16-09-2019 15:40,08-12-2019 18:39
ChicoState/DonateNeed,0,7,"As a donator, I would like to see agency profile pages.",Done,"BrianTHarris,wai-calvin,mhoshko",None,16-09-2019 15:37,08-12-2019 18:39
ChicoState/DonateNeed,0,6,"As a user, I want a website to go to.",Done,"BrianTHarris,wai-calvin,Niyy,mhoshko",None,16-09-2019 15:36,30-09-2019 17:26
ChicoState/DonateNeed,0,2,"as a student in this class, i wanna get this project done. GO TEAM! :D",Done,wai-calvin,None,16-09-2019 11:48,18-09-2019 11:06
ChicoState/DonateNeed,0,1,"As a Jingle Jangle, I want to find my merry way home.",Done,BrianTHarris,None,16-09-2019 11:47,18-09-2019 11:06
ChicoState/DonateNeed,0,37,"As a user, I would like to ensure that only I can sign up with my email address.",In progress,None,None,03-11-2019 12:51,None
ChicoState/DonateNeed,0,37,"As a user, I would like to ensure that only I can sign up with my email address.",To do,None,None,03-11-2019 12:51,None
ChicoState/EasyGrocery,0,33,"As a user, I want to have a checklist for the store that I had selected to shop at.",Done,rodgerskyle,None,25-10-2019 13:36,01-12-2019 17:22
ChicoState/EasyGrocery,0,18,"As a user, I want to not have to sign in every time I open the app",Done,"jef-rey,BFisch14",None,11-10-2019 10:21,19-10-2019 22:08
ChicoState/EasyGrocery,0,8,"As a user, I want to have the ability to compare to a wide variety of stores",Done,"bigFOOTbigSMASH,rhathaway2",None,16-09-2019 15:45,08-12-2019 12:04
ChicoState/EasyGrocery,0,7,"As a user, I want to have a way to search for and add items to a list",Done,rhathaway2,None,16-09-2019 15:41,08-12-2019 12:04
ChicoState/EasyGrocery,0,4,"As a user, have the ability to save a personalized grocery list",Done,"rodgerskyle,rhathaway2",None,16-09-2019 15:35,21-10-2019 19:45
ChicoState/EasyGrocery,0,3,"As a new user, have the ability to create an account easily",Done,rodgerskyle,None,16-09-2019 15:35,02-10-2019 15:15
ChicoState/EasyGrocery,0,1,"As a user, I want to have a personalized account",Done,rodgerskyle,None,16-09-2019 15:17,11-10-2019 10:18
ChicoState/EasyGrocery,0,6,"As a couple, I want the ability to share/sync a list with my spouse/partner",To do,None,None,16-09-2019 15:40,None
ChicoState/HotSpots,0,24,"As a user, I want to be able to get directions to a place near me.",Done,None,None,03-11-2019 21:50,04-12-2019 15:27
ChicoState/HotSpots,0,12,"As a user, I want to be able to add friends.",Done,rlamug,None,04-10-2019 10:47,10-12-2019 18:42
ChicoState/HotSpots,0,8,"As a user, I want to be able to see daily deals for local businesses around me",Done,jsage1,None,26-09-2019 11:59,04-11-2019 15:10
ChicoState/HotSpots,0,6,"As an advertiser, I want my tickets to be available on the app which link to Ticketmaster.",Done,"tonyburanzon,austenwood",None,16-09-2019 15:45,04-12-2019 15:26
ChicoState/HotSpots,0,4,"As a user, I want to be able to search for places around me.",Done,austenwood,None,16-09-2019 15:43,04-12-2019 15:27
ChicoState/HotSpots,0,2,"As a user, I want to be able to see where things are around me on a map.",Done,None,None,16-09-2019 15:12,04-12-2019 15:26
ChicoState/HotSpots,0,1,"As a user, I want to see what there is to do around me.",Done,austenwood,None,16-09-2019 13:56,04-12-2019 15:26
ChicoState/RuMate,0,17,"As a user, I want to be able to filter tasks by my own and my roommates",Done,jautrey,None,06-11-2019 15:14,04-12-2019 15:13
ChicoState/RuMate,0,13,As a user I want to be able to connect with roommates after signing up,Done,david-luther,None,07-10-2019 15:15,08-12-2019 18:17
ChicoState/RuMate,0,12,As a user I want to be able to sign in to the app in order to access my data,Done,"ogauper,HenryGraves",None,18-09-2019 14:59,03-11-2019 16:09
ChicoState/RuMate,0,11,"As a roommate, I want to be able to create tasks and have them assigned",Done,david-luther,None,18-09-2019 14:59,08-12-2019 18:17
ChicoState/RuMate,0,10,As a roommate I want to be able to see my task list.,Done,"ogauper,jautrey",None,18-09-2019 14:59,04-12-2019 15:13
ChicoState/RuMate,0,9,As a roommate I want to be able to see my current bills,Done,"david-luther,HenryGraves",None,18-09-2019 14:59,08-12-2019 18:17
ChicoState/RuMate,0,7,"As a user, I want to be able to view my (and my roommates') tasks in a calendar view",Done,jautrey,None,18-09-2019 14:58,04-12-2019 15:13
ChicoState/RuMate,0,6,As a user I want to be able to communicate with my roommates,Done,HenryGraves,None,18-09-2019 14:58,03-11-2019 16:09
ChicoState/RuMate,0,5,As a user I want to be notified of tasks and bills.,Done,david-luther,None,18-09-2019 14:58,08-12-2019 18:16
ChicoState/RuMate,0,1,Ahh! an issue!,Done,None,None,16-09-2019 15:07,17-09-2019 20:53
ChicoState/RuMate,0,21,Expand the test suite,In progress,"david-luther,HenryGraves,jautrey",None,08-12-2019 18:34,None
ChicoState/RuMate,0,21,Expand the test suite,To do,"david-luther,HenryGraves,jautrey",None,08-12-2019 18:34,None
ChicoState/RuMate,0,19,Only allow a user to be a member of one roommate group,To do,david-luther,None,17-11-2019 19:20,None
ChicoState/RuMate,0,4,"As a user, I want to be able to divide and charge bills to my roommates through the application",In progress,"david-luther,jautrey",None,18-09-2019 14:58,None
ChicoState/RuMate,0,20,Only assign bills to people in your roommate group,In progress,jautrey,None,17-11-2019 21:29,None
ChicoState/SafeAlert,0,28,As a user i want my password to be secure/encrypted/hashed,Done,None,None,06-12-2019 18:29,06-12-2019 18:36
ChicoState/SafeAlert,0,27,"As a user, I want to see a Buddiies Rating",Done,None,None,04-12-2019 13:49,04-12-2019 13:59
ChicoState/SafeAlert,0,25,As a user I want to send a buddii an sms message to alert them of my status,Done,dev-igs,None,21-10-2019 11:49,17-12-2019 11:35
ChicoState/SafeAlert,0,24,As a user I want to be able to go back to edit my choice.,Done,mshimada2,None,20-10-2019 19:02,17-12-2019 11:35
ChicoState/SafeAlert,0,23,"As a user, I want to be able to easily login to the safe alert app to access the app's services.",Done,dev-igs,None,20-10-2019 19:00,17-12-2019 11:35
ChicoState/SafeAlert,0,22,"As a user’s buddy, I want to see the user’s route in order to know if they are safely on their way",Done,mshimada2,None,20-10-2019 18:58,17-12-2019 11:35
ChicoState/SafeAlert,0,21,As a new user I want to see how the SafeAlert app looks like; particularly the home page,Done,barcher13,None,20-10-2019 18:57,06-12-2019 21:07
ChicoState/SafeAlert,0,19,"As a user, I want to know how to stop the ""Be a buddii"" option if I need to cancel.",Done,dev-igs,None,20-10-2019 18:51,17-12-2019 11:35
ChicoState/SafeAlert,0,18,"As a user I want to know the sequence of tasks the ""Be a Buddii"" option requires in order for it to start working.",Done,DeWubs,None,20-10-2019 18:50,17-12-2019 11:35
ChicoState/SafeAlert,0,17,as A user i want to make sure the app requires all users to have a STRONG password,Done,jgutierrezCSU,None,11-10-2019 10:52,03-11-2019 18:28
ChicoState/SafeAlert,0,16,As a user i want to make sure my account is unique as a user,Done,jgutierrezCSU,None,11-10-2019 10:50,03-11-2019 18:29
ChicoState/SafeAlert,0,15,As a user i want to be able to sign in using my account and for it to be stored in a database,Done,jgutierrezCSU,None,06-10-2019 20:08,11-10-2019 14:20
ChicoState/SafeAlert,0,14,As a user I want to know what happens/displays when I finally select a buddii and start my walk to my destination.,Done,"DeWubs,dev-igs",None,06-10-2019 20:06,17-12-2019 11:35
ChicoState/SafeAlert,0,13,"As a user I want to know how to stop the ""I need a buddi"" option if I want to cancel.",Done,jgutierrezCSU,None,06-10-2019 20:05,06-12-2019 21:10
ChicoState/SafeAlert,0,7,As a user I want to know if I can choose between a list of friends that are users or random users to be my buddii.,Done,barcher13,None,04-10-2019 12:53,17-12-2019 11:35
ChicoState/SafeAlert,0,6,"As a user I want to know the sequence of tasks the ""Find Route"" option requires in order for it to start working. These tasks will be.",Done,mshimada2,None,04-10-2019 12:52,17-12-2019 11:35
ChicoState/SafeAlert,0,5,"As a user, I would like to see what options I can choose from. As a user I want to be able to",Done,None,None,04-10-2019 12:47,17-12-2019 11:35
ChicoState/SafeAlert,0,2,As a user I want to know how to use the SafeAlert app,Done,None,None,16-09-2019 12:38,17-12-2019 11:35
ChicoState/SafeAlert,0,29,As a user I want to be able to use the blackbox feature (able to record via audio and visual) while I am on my walk,To do,None,None,06-12-2019 21:08,None
ChicoState/SafeAlert,0,19,"As a user, I want to know how to stop the ""Be a buddii"" option if I need to cancel.",To do,dev-igs,None,20-10-2019 18:51,None
ChicoState/SafeAlert,0,20,As a user I want to see how many times a buddii has had to stop being a buddii to help me pick the right buddii for me. (Did they stop being a buddii mid walk?),To do,jgutierrezCSU,None,20-10-2019 18:53,None
ChicoState/SafeAlert,0,23,"As a user, I want to be able to easily login to the safe alert app to access the app's services.",In progress,dev-igs,None,20-10-2019 19:00,None
ChicoState/SafeAlert,0,28,As a user i want my password to be secure/encrypted/hashed,In progress,None,None,06-12-2019 18:29,None
ChicoState/SceneAlert,0,27,"As a User, I want to be able to securely make an account.",Done,mrteddi,None,13-11-2019 15:40,29-11-2019 14:58
ChicoState/SceneAlert,0,24,Web: Markers don't erase when events go inactive,Done,rhapidfyre,Something isn't working,30-10-2019 23:08,03-11-2019 22:58
ChicoState/SceneAlert,0,21,CHP incidents are not being removed,Done,None,Something isn't working,09-10-2019 11:16,12-10-2019 11:00
ChicoState/SceneAlert,0,15,"As a User, I want to be able to see crime on a map.",Done,mrteddi,None,20-09-2019 11:44,13-11-2019 16:36
ChicoState/SceneAlert,0,8,"As a user, I want scene alert to be updated frequently, to keep me updated with alerts",Done,None,None,20-09-2019 11:15,08-12-2019 17:25
ChicoState/SceneAlert,0,6,"As a User, I want to be able to securely login to my account.",Done,mrteddi,None,20-09-2019 11:03,13-11-2019 16:36
ChicoState/SceneAlert,0,5,As a User I want an app with a clean interface that is easy to navigate.,Done,None,None,16-09-2019 15:36,13-11-2019 16:36
ChicoState/SceneAlert,0,4,Initial SQL Schema,Done,rhapidfyre,None,16-09-2019 15:29,06-10-2019 03:27
ChicoState/SceneAlert,0,1,"As a User, I want to see the crime history of my neighborhood to see if it's safe.",Done,mrteddi,None,16-09-2019 11:49,13-11-2019 16:36
ChicoState/SceneAlert,0,22,Incidents with the same Location; Crash,To do,None,Something isn't working,14-10-2019 15:17,None
ChicoState/SceneAlert,0,9,"As a user, I want to be able to take a picture/video and upload it alongside my crime report.",In progress,mrteddi,None,20-09-2019 11:18,None
ChicoState/SceneAlert,0,8,"As a user, I want scene alert to be updated frequently, to keep me updated with alerts",In progress,None,None,20-09-2019 11:15,None
ChicoState/SceneAlert,0,7,"As a User, I want to be notified if crime happens around me.",In progress,mhernandez052,None,20-09-2019 11:09,None
ChicoState/SceneAlert,0,3,"As a User, I want to report things as I see them happening in my area based on my current location.",In progress,mrteddi,None,16-09-2019 15:09,None
ChicoState/SceneAlert,0,19,"As a User, I want a dark theme for the app.",To do,None,None,25-09-2019 15:14,None
ChicoState/SceneAlert,0,12,"As a user, I want to be able to filter certain sources, based on my personal preferences",To do,None,None,20-09-2019 11:26,None
